"uri","indexed_at","text","like_count","reply_count","repost_count"
"at://did:plc:vkbquronmu3chztel5wwkd3w/app.bsky.feed.post/3mjyygvusqt2y",2026-04-21 12:31:55.324,"Trump makes no secret of his disdain for renewable energy and the concept of climate change. In a speech in September to the U.N. General Assembly, the president said climate change, is “the greatest con job ever perpetrated on the world.”",1,0,0
"at://did:plc:vkbquronmu3chztel5wwkd3w/app.bsky.feed.post/3mjyygvuotm2y",2026-04-21 12:31:55.037,"An Associated Press investigation published in 2025 found that Trump’s Environmental Protection Agency was seeking to eliminate or weaken “at least 30 major rules that seek to protect air and water and reduce emissions that cause climate change.”",2,1,1
"at://did:plc:quzoadobx4p5ovaojyeccblz/app.bsky.feed.post/3mjyyfxnlbpf2",2026-04-21 12:31:29.348,"Great white sharks are overheating

The sharks might also be the most physiologically vulnerable to warming waters.

#climate-change #great-white-shark #ocean-conservation #ocean-temperatures #science #syndication
https://arstechnica.com/science/2026/04/great-white-sharks-are-overheating/",0,0,2
"at://did:plc:xwbve7fktqqaph76re6bjwnh/app.bsky.feed.post/3mjyyeyxqms2n",2026-04-21 12:30:52.552,"Great white sharks are overheating 

The sharks might also be the most physiologically vulnerable to warming waters. 

 
https://s.faithcollapsing.com/nhara#climate-change #great-white-shark #ocean-conservation #ocean-temperatures #science #syndication 

 

 
",1,0,1
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyynorzk62q",2026-04-21 12:35:42.651,"Climate change isn't just about politicians - it's our planet's well-being. A fall from power can bring attention to urgent issues, like Keir Starmer's mishandling of the climate debate. Let's keep pushing for real action! 🌎

♻️ Eco Tips",0,0,0
"at://did:plc:47ukz5svch7g2jmqu674y7b5/app.bsky.feed.post/3mjyydvmrus2f",2026-04-21 12:30:14.852,"Nissan Micra review – Britain’s favourite learner car is back as a cool EV

https://www.europesays.com/britain/18648/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,1
"at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mjyydy6nnx2b",2026-04-21 12:30:17.05,"Stuck in an almighty climate change metaphor at Stechford Baths, Station Rd.",0,0,0
"at://did:plc:y2shgh5shfjl6zdjvti4gi5q/app.bsky.feed.post/3mjyyczq2ss2t",2026-04-21 12:29:47.15,"Oh look, a further 3 billion urban residents could face “unprecedented heat extremes” by the end of the 21st century if existing mitigation policies persist with no further action, according to a new paper published in Climate Change.

#collapse",13,3,2
"at://did:plc:md4v5ohqbghb7ncvj57i6nhz/app.bsky.feed.post/3mjyy2mditj2e",2026-04-21 12:25:03.244,"Redox‐Active Organic Matter in a Boreal Peatland Demonstrates Resistance to Global Climate Change 

🔗 buff.ly/J4qlpWO",0,0,0
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjyxzensbx2p",2026-04-21 12:24:21.547,"Bank of England should increase interest rates to head off inflation, warns top economist

https://www.newsbeep.com/uk/542776/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyybb7ctt2r",2026-04-21 12:28:45.846,"Climate change isn't just about sports stars, it's about the future of our planet. We need to come together and take action – literally. The world is watching CJ McCollum's body language, let's match that with collective effort 🌎💪

♻️ Eco Tips",0,0,0
"at://did:plc:le7msbgiq5tz5aqkrsbxqu3o/app.bsky.feed.post/3mjyxtkgzuk23",2026-04-21 12:21:13.848,"These days we have Jordi in Taiwan at the “Species on the Move” congress, presenting on how climate change is affecting the global distribution of barren grounds (caused by sea urchins)

@jordiocean.bsky.social",0,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyxwnypub2q",2026-04-21 12:22:50.05,"Those cities have a rich history of environmental activism 🌎. Knicks can lead by example with their sustainable practices. Detroit's resurgence is a testament to community-driven change. Boston has set ambitious climate goals.",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyxtoiap32m",2026-04-21 12:21:09.955,"We can't just focus on winning or losing - climate action needs to be at the forefront of our efforts. Every decision has an impact, and collective action is what drives real change 💚

♻️ Eco Tips",0,0,0
"at://did:plc:xed7s5r6oryoqfdjxkx25x3e/app.bsky.feed.post/3mjyxjwube426",2026-04-21 12:15:43.852,"Victoria Beckham’s Gap collection is her latest performative parenting push

https://www.newsbeep.com/ie/409898/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:kecyk435rnvuditv7fnexb4k/app.bsky.feed.post/3mjyxixlipb2s",2026-04-21 12:15:10.753,"Gregg Wallace selling family home and moving to Italy after MasterChef sacking

https://www.europesays.com/italy/8578/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,0
"at://did:plc:kecyk435rnvuditv7fnexb4k/app.bsky.feed.post/3mjyxiuyvw22s",2026-04-21 12:15:08.245,"Missed mail, hacking and mob warfare: Inside Italy’s fight against Chinese gangs

https://www.europesays.com/italy/8580/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,0
"at://did:plc:smny5kyrftd3fve2kfdy45c3/app.bsky.feed.post/3mjyxijg2ws2x",2026-04-21 12:15:04.848,"Dynamic Analysis of Water Surface Extent and Climate Change Parameters in Zarivar Lake, Iran

by  Ehsan Rostami et al.

Environ. Sci. Proc. 2024, 29(1), 71; www.mdpi.com/2673-4931/29...

#research #openaccess #MDPI",0,0,0
"at://did:plc:ibodc6tlalhsrfqg5t3gt6dk/app.bsky.feed.post/3mjyxgm45os2t",2026-04-21 12:13:53.053,"Hint: It's word Trump never  heard of, already pricier due to no climate change, tariffs other countries pay us, and deporting farm workers that steal your jobs and eat your pets    www.huffpost.com/entry/econom...",0,0,0
"at://did:plc:mbt5u6e4b77dgihfhvlvpkxt/app.bsky.feed.post/3mjyxfuky4s2g",2026-04-21 12:13:27.945,"Are Vegetable Oils High Carbon & Bad For Climate Change? cleantechnica.com/2026/04/20/a...",0,0,0
"at://did:plc:xkjwerhrv35och6aksxtr6sf/app.bsky.feed.post/3mjyxbf5vk22n",2026-04-21 12:11:28.047,"Climate change is in court. On 21 May in Brussels, Prof Corina Heri gives the Inaugural Odysseus Lecture at VUB on rights-based climate litigation, equity and human rights. #ClimateLitigation
🔗 events.vub.be/lnaugural-od...",0,0,0
"at://did:plc:aelfe6yngpgmejp6xxk2imzu/app.bsky.feed.post/3mjyxa2xhoc26",2026-04-21 12:10:57.147,"Decoding #stress resilience in #soybean: Regulatory #networks and precision #breeding under #climate change

onlinelibrary.wiley.com/doi/10.1111/...

‪
#PlantScience #PlantSci @jipb.bsky.social @planteditors.bsky.social @soybase-database.bsky.social @legumesociety.bsky.social @legumehub.bsky.social",1,0,1
"at://did:plc:5s6qgbabl7apoxjvuqnaa7xl/app.bsky.feed.post/3mjyx7rcu4w2r",2026-04-21 12:10:04.447,"What can a boot print in the mud tell us about #climate change? More than you'd think. 

#Scientists studying the Gulf of Marine have found that how deeply you sink into tidal mudflats reveals the health of sediment beneath - those mudflats are disappearing. 

🧵 Read the full article: egu.eu/9ZJ25N ",9,0,3
"at://did:plc:4vvvbvu4cu46qqqjabjgcnns/app.bsky.feed.post/3mjyx5cpw5s2k",2026-04-21 12:08:44.651,"The growth of climate-related disinformation in New Zealand - accelerating sharply after the 2023 general election, and under the coalition govt - has served as a significant vector for a transnational industry working to normalise climate change denial. sanjanah.wordpress.com/2026/04/20/s... #nzpol",7,0,2
"at://did:plc:batsov5c6h6e54mpj6wrqzt4/app.bsky.feed.post/3mjyx2ofcos2z",2026-04-21 12:07:11.353,"lol - and Tucker is ok with his racism, corruption, pedophile protection, gutting  EPA and public health, his insurrection, compromised SCOTUS or his anti-renewable energy crusade to help fossil fuel industry and being a climate change denying! I",2,0,0
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjywzav7pm2p",2026-04-21 12:06:23.749,"I’m A Celeb’s Jimmy Bullard ‘refusing to attend live final’ after unexpected clash with Adam Thomas

https://www.newsbeep.com/uk/542754/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:4leqagbqdwyndyhvqg5uudks/app.bsky.feed.post/3mjywysto7s23",2026-04-21 12:06:09.847,"Which would you recommend that are speculative fiction with a hopeful outcome for climate change like the Fifth Season?

There are many falling into dystopia or grimdark - all screwed and there is nothing we can do - I'm interested in ""put on your working gloves, we can fix this"" types of fiction.",0,1,0
"at://did:plc:xw23nn2rdv2dtnce6xx7i3wy/app.bsky.feed.post/3mjywuogp7k27",2026-04-21 12:03:50.944,"In my 'Environmental Geology' class today, we meet for the next-to-last time before Thursday's last exam. Main theme? 'Geological Implications of Climate Change,' with effects --> increased temperatures, permafrost thawing, sea-level rise, storms, mass movements, & groundwater, to name a few. 🧪🪨⚒️🌊",13,0,1
"at://did:plc:42han5exrxyrgdsbwosrp7sy/app.bsky.feed.post/3mjywtq6ibx2s",2026-04-21 12:03:18.55,"As Oceans Warm, Great White Sharks Are Overheating: As oceans warm due to climate change, mesothermic species like great white sharks and large tuna face a critical risk of overheating, threatening their survival. These ""warm-bodied"" predators, which maintain higher b… https://ranked.news/685980?u=b",0,0,0
"at://did:plc:hzm3xxxjxel2elp2mqhszgre/app.bsky.feed.post/3mjywrialsq2s",2026-04-21 12:02:05.449,"📢 Today: Climate Justice and the Right to Housing

How do climate change, social inequality and the right to housing intersect? Public discussion featuring #USFInternationalFellow Raina Ghosh.

🗓️ 21 April 2026, 19:30 (CEST)
📍 Pakhuis de Zwijger, Amsterdam 

🔗 Join here: https://ow.ly/4gt950YNoFF
",0,0,1
"at://did:plc:zorsofwuw6n6xezqo23q474p/app.bsky.feed.post/3mjywqcnoik2t",2026-04-21 12:01:23.255,"No matter how this resolves itself, the American people lost in both shear economic outlays.

Whether we want to say it speeds up the move to renewables to justify the climate change push, the costs were unnecessary to those who are least able to pay it while protecting wealthy that profit off it.",1,0,1
"at://did:plc:u7iy7kwxvyiazzdtrvn6mxdo/app.bsky.feed.post/3mjywp4l6n62u",2026-04-21 12:00:43.445,"🗞️ Subscribe to Socialist Worker

Never miss one of our publications. Subscribe to our weekly newspaper Socialist Worker and our quarterly journal, International Socialism and a selection of pamphlets delivered to your door.

buff.ly/Pqo8EkF",0,0,0
"at://did:plc:pixg4ym2m5niw5huglzfj4yg/app.bsky.feed.post/3mjywp4a3rg2h",2026-04-21 12:00:43.35,"📰Published📰 Are amphibians really doomed by heat? Why behavior and microhabitats matter for predicting climate change vulnerability🐸 

buff.ly/hZhFMdE 

🧪🌍️",6,0,1
"at://did:plc:vizwdor43adw3277u2kkrssd/app.bsky.feed.post/3mjywoikiwc24",2026-04-21 12:00:22.844,"I’m A Celeb’s Jimmy Bullard ‘refusing to attend live final’ after unexpected clash with Adam Thomas

https://www.europesays.com/uk/908856/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…#uk #news #uknews",0,0,0
"at://did:plc:tkhkkdrzujyl7a7jjtfqtkcy/app.bsky.feed.post/3mjywnxrj4i2s",2026-04-21 12:00:05.248,"New CAST Briefing: ""How to design #ClimatePolicies that accelerate emission reductions"", by CAST's Prof Andrew Jordan and colleagues 📣

Read the briefing: cast.ac.uk/wp-content/u...

Key messages thread 🧵",3,1,0
"at://did:plc:dxjzlnokr7e5krkfaedhsk3n/app.bsky.feed.post/3mjywj24wy223",2026-04-21 11:57:22.946,"Tomorrow is Earth Day! 🌎 

We’re highlighting Science Take-Out kits that explore how to protect and preserve our planet. 

Investigate the effects of climate change with our kit ""Is Climate Change Making Us Sick?""

#EarthDay #ClimateChange

www.sciencetakeout.com/product/is-c...",0,0,0
"at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjywhxr7bs25",2026-04-21 11:56:43.35,"The empirically inscrutable climate-economy relationship Empirical models of the macro-level climate-economy relationship project climate change impacts ranging from trivial to catastrophic. This wide range suggests identification challenges. Here, we show that such models indeed
 #sociology link",0,0,0
"at://did:plc:dtve42vcmqvajazlxrkjwfpx/app.bsky.feed.post/3mjywddqp7k2j",2026-04-21 11:54:11.348,"Follow links Indigenous People, Traditional Ecological Knowledge, and Climate Change: The Iconic Underwater Cultural Heritage of Stone Tidal Weirs. #oceanaction46159 #IndigenousPeoples #unoceandecade #oceandecadeheritage #archaeology #fishweirs
oceandecadechfp.org/.../indigeno...
4/4",1,0,0
"at://did:plc:usqualdgni452wvfiw3cybip/app.bsky.feed.post/3mjyw3kiqqk2r",2026-04-21 11:49:47.448,"Given the rate of climate change I can understand why.",1,1,0
"at://did:plc:ryfdeym7aar2siojsxy2pyru/app.bsky.feed.post/3mjyvzjvnbs24",2026-04-21 11:48:50.151,"The world faces economic turmoil caused by Trump. 

Climate change threatens the future of the planet.

Putin threatens European security.

The UK has extra problems caused by Brexit

Yet, British media & politics is obsessed about a stupid ambassador appointment 2 years ago…",58,4,26
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjyvwt5j3j23",2026-04-21 11:47:08.049,"Iran talks up its ‘new cards’ to play if war with US and Israel resumes –but what are they?

https://www.europesays.com/iran/76198/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:loqpewtl7nxgcpnckmrfsqpf/app.bsky.feed.post/3mjyvulgzjc2n",2026-04-21 11:45:55.747,"All people had to do was drive less. Now people bitching about shit caused by climate change.",0,0,0
"at://did:plc:wiuqiruv62xilr6p43bdyep5/app.bsky.feed.post/3mjyvtja5ut2p",2026-04-21 11:45:17.445,"Iran talks up its ‘new cards’ to play if war with US and Israel resumes –but what are they?

https://www.europesays.com/iran/76198/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:t4vekiarm2ejouzkuvv266m2/app.bsky.feed.post/3mjyvstkqvs2n",2026-04-21 11:44:54.549,"Still celebrating monarchies,still having gun violence,still not vigorously attacking climate change,still getting infected by disease that can be controlled by vaccines,still being hoodwinked by public officials who represent themselves and the privileged few.Still having cognitive dissonance.",1,0,0
"at://did:plc:bolp35nj5lie3wknrwpqamft/app.bsky.feed.post/3mjyvr6ibds2v",2026-04-21 11:43:59.552,"Important UN Resolution on climate change coming up. Let's encourage support.  secure.avaaz.org/campaign/en/...",0,0,0
"at://did:plc:t7cbmjd6ercfn5hnpabnxqsk/app.bsky.feed.post/3mjyvqrhv4s2t",2026-04-21 11:43:28.952,"Am I going to have starved from climate change or with climate change?",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyvvd74sn2o",2026-04-21 11:46:17.748,"Climate change affects our home, just like the Denver landscape. We need to take action - it's time for more leaders, not just stars in jerseys 🌎

♻️ Eco Tips",0,0,0
"at://did:plc:cz2kqdg6gks3tx4h4lnyvllv/app.bsky.feed.post/3mjyvlkhbrs22",2026-04-21 11:40:49.951,"I was told it was Instagram! It surely isn't that I had a child a year before Trump was re-elected, climate change is happening more quickly, words are banned, blueberries are $10 a pint, gas is $5 a gallon, childcare is a mortgage, data centers are poisoning our air, and people are being kidnapp--",4,1,0
"at://did:plc:lm2uhaoqoe6yo76oeihndfyi/app.bsky.feed.post/3mjyvkjowkg2s",2026-04-21 11:40:15.544,"Iran talks up its ‘new cards’ to play if war with US and Israel resumes –but what are they?

https://www.europesays.com/iran/76198/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:2gp3m6bnzqynpqq4nlwto5ar/app.bsky.feed.post/3mjyvkc4wat2i",2026-04-21 11:40:07.553,"You don’t need a full reset to get fitter – try these small changes instead

https://www.newsbeep.com/ca/618700/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:pbgozw7x4quvswfripf4bgcz/app.bsky.feed.post/3mjyvkch4v22s",2026-04-21 11:40:08.253,"Elon Musk summoned to Paris over X child abuse and deepfake allegations

https://www.europesays.com/ai/10138/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:34r2ipt6f7idg5w7hnsf7afa/app.bsky.feed.post/3mjyvjxsz5k2e",2026-04-21 11:39:57.248,"Yeah, Giro already hits issues. Climate change may give you a little more room but not much. Big one would be to push the TdF into early June or early September",0,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyvscrdsc2z",2026-04-21 11:44:36.647,"This is crucial because climate change affects not just our planet, but also communities and economies that are heavily invested in sports like the NBA 🏀. It's time for us to start considering the long-term implications of our actions.

♻️ Eco Tips",0,0,0
"at://did:plc:uyerugiij56upfbvwr4ci7vz/app.bsky.feed.post/3mjyver67co2f",2026-04-21 11:37:02.647,"#Climate change increases net #CO2 assimilation in the leaves of #strawberry, but not #yield.
To rediscover one of our most read #review articles in JHSB 99:3, visit: doi.org/10.1080/1462...

#ClimateChange #Temperature #Fruit #Fragaria",0,0,0
"at://did:plc:mnmzpxebkmcg6rjchfgitc6c/app.bsky.feed.post/3mjyvdxi6322w",2026-04-21 11:36:37.848,"x.com/madrid_mike/...

¯\_(ツ)_/¯",2,1,1
"at://did:plc:n47buuw36y5eb2axtnnszrfw/app.bsky.feed.post/3mjyvbne6qs2e",2026-04-21 11:35:20.252,"Let me try this from a different angle.

You remember when corporations  were still pretending to give a shit about climate change? How they divested their enormous culpability in it's severity onto regular people by inventing the concept of the ""carbon footprint""? 

That's what Booker is doing.",0,1,0
"at://did:plc:eypwu6jlj32bidsvog2urfzt/app.bsky.feed.post/3mjyvatwio22x",2026-04-21 11:34:52.449,"Imagine thinking that renewable energy and battery storage to reduce dependence on fossil fuel production, associated resource limitations, environmental impacts and political implications could ... like, simply be a good idea ... irregardless of climate change.

We could stop arguing! A nightmare!",1,1,0
"at://did:plc:batsov5c6h6e54mpj6wrqzt4/app.bsky.feed.post/3mjyv6l2tf22z",2026-04-21 11:33:34.443,"Climate change deniers nightmare! 
No lithium and similar storage from CATL! 
bsky.app/profile/comm...",3,0,0
"at://did:plc:batsov5c6h6e54mpj6wrqzt4/app.bsky.feed.post/3mjyv56yv7s2z",2026-04-21 11:32:48.249,"And climate change deniers nightmare on the same day - who needs fossil fuel fueled wars and even used to distract from Epstein Files!

Climate change deniers nightmare! 
No lithium and similar storage from CATL! 
bsky.app/profile/comm...",2,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyvfrnbl22q",2026-04-21 11:37:35.951,"I feel for Sir Keir, but breaking pencils isn't exactly a symbol of resistance to systemic change. Let's focus on finding ways to make climate action more accessible and sustainable for everyone 🌎",0,0,0
"at://did:plc:bdb6mpkg3hpmaye3mtp4w56m/app.bsky.feed.post/3mjyv3qzr2c23",2026-04-21 11:32:00.848,"Winter Olympics is time-limited. One day climate change will cure it",11,1,1
"at://did:plc:mekznnbz7ilofkvxvmpy2rke/app.bsky.feed.post/3mjyv3jodts2i",2026-04-21 11:31:54.748,"Just published: The new edition of my newsletter for journalists (and anyone else) interested in biodiversity, the ecological crisis and nature-based solutions to climate change. 🌏🧪 
thenaturebeat.substack.com/p/nature-bea...",0,0,2
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjyuzdsude2m",2026-04-21 11:30:39.353,"Bank of England should increase interest rates to head off inflation, warns top economist

https://www.europesays.com/2935003/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,0
"at://did:plc:4ghqaphkg2binb2afeymno76/app.bsky.feed.post/3mjyuygondh2w",2026-04-21 11:30:08.651,"In absence of Carlos Alcaraz, meet the Spanish star ready to ‘explode’ in Madrid

https://www.europesays.com/spain/8888/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:7i2fwpikekaat7lcdinwuzur/app.bsky.feed.post/3mjyutnqv2c2e",2026-04-21 11:27:28.647,"A farm bill should have protections related to climate change. Fruit farming is becoming more and more of a crap shoot in my part of Michigan.",3,0,0
"at://did:plc:dgfkhzrnv6rxu3ja54lyodey/app.bsky.feed.post/3mjyusipoc22a",2026-04-21 11:26:49.349,"Join us this Thursday for an online CEPPA talk by Jiewuh Song  titled 'The Right to a Healthy Environment and the Case of Climate Change'! You can find all the details here: ceppa.wp.st-andrews.ac.uk/event/ceppa-...",0,0,0
"at://did:plc:batsov5c6h6e54mpj6wrqzt4/app.bsky.feed.post/3mjyuqsbdfs2u",2026-04-21 11:25:53.552,"storage without lithium! 
all climate change deniers nightmare!

bsky.app/profile/comm...",3,0,0
"at://did:plc:czxemmufcxv2pkm2tuo6wj73/app.bsky.feed.post/3mjyupwizms2o",2026-04-21 11:25:23.451,"This is the National Climate Change Warning Center: USA: Winter storm warning California Eastern Mountains. Winter storm watch Montana Mountains. Witer weather from Idaho Mountains to Wyoming Mountains.",0,0,0
"at://did:plc:batsov5c6h6e54mpj6wrqzt4/app.bsky.feed.post/3mjyup6tlds2u",2026-04-21 11:25:00.048,"storage without lithium! 
all climate change deniers nightmare!",0,0,0
"at://did:plc:mbkkeymxf5lqtsn63y3sz6ov/app.bsky.feed.post/3mjyunsg7x22z",2026-04-21 11:24:13.443,"yes, because like every negative event that has ever befallen humanity, by the time humans noticed it, it was too late to stop it. ""climate change"" was first noticed in 1912, & humans refused to do ANYTHING about it until 1970, & they did not get serious about it until 2025. they are STILL in denial",2,0,0
"at://did:plc:irtuz5ga77wkpe3j4c5zjufi/app.bsky.feed.post/3mjyulaonpc2a",2026-04-21 11:22:46.952,"Do you think the frozen conflict could stall climate change? Perhaps it could act as a third pole. We've lost the Arctic, but hell is freezing over on the Middle East. Hurrah, we are saved. I always knew that nice Mr Trump would save the day. Morning Donald.",3,0,0
"at://did:plc:neh6ptepenqtxvdxkeu5twct/app.bsky.feed.post/3mjyuibu4ac2p",2026-04-21 11:21:12.249,"The Cerrado biome spans 2M km2 and is chronically underprotected. Just 30 species contribute half of tree stems. New analysis supported by ForestPlots shows why the combination of climate change and habitat loss threatens them, and the future of the Cerrado. onlinelibrary.wiley.com/doi/10.1111/...",6,0,2
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyuotkj3i2p",2026-04-21 11:24:46.252,"Climate change is happening right now and it's getting more attention every day - think about the world we want to live in, and the actions of our leaders. It's not just about avoiding floods or wildfires, but also about creating a future where ev...

♻️ Eco Tips",0,0,0
"at://did:plc:zqrgbzgd5j2uu6jx65lwyqfg/app.bsky.feed.post/3mjyuesgfp22g",2026-04-21 11:19:09.847,"economy and the over-arching challenges of technological change and climate breakdown are profoundly altering what is expected of ostensibly autonomous states vis-a-vis competitors. Assumptions about neoliberal or ‘advanced liberal’ rule which achieved hegemony in the 1980s and 1990s, no longer seem",0,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyumwb5qu2q",2026-04-21 11:23:42.055,"This is a reminder that our collective future depends on taking action now. The clock is ticking to address climate change and its devastating impacts on communities worldwide. We can't afford to wait for the next game 🏀

♻️ Eco Tips",0,0,0
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjyudjtevz22",2026-04-21 11:18:27.044,"From actor Harold Perrineau: ‘Lost co-star doesn’t talk to me because my character killed them off’

https://www.newsbeep.com/uk/542689/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjyub3w3ys2x",2026-04-21 11:17:05.646,"Hegseth says climate change is ‘crap.’ The military is still bracing for it | National News

https://www.europesays.com/2934996/

When Hurricane Michael, a Category 5 storm, tore through Florida’s Tyndall Air Force Base in 2018, it battered…",0,0,0
"at://did:plc:tdmvzg3urim2g343rhbkqhqw/app.bsky.feed.post/3mjyu6qlva22m",2026-04-21 11:15:47.245,"This bloody illegal war is making everything worse. But,then, Trump doesn't believe in climate change",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjyu6e3vxs2j",2026-04-21 11:15:33.546,"Iran talks up its ‘new cards’ to play if war with US and Israel resumes –but what are they?

https://www.europesays.com/2934986/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:47ukz5svch7g2jmqu674y7b5/app.bsky.feed.post/3mjyu5zw6552k",2026-04-21 11:15:23.949,"The new wave of Chinese EV brands heading for Britain

https://www.europesays.com/britain/18584/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,1
"at://did:plc:hz6ryhrspkz6bcb2ovr6oxpj/app.bsky.feed.post/3mjyu5qxloc2p",2026-04-21 11:15:13.751,"Apply for the MSCA-PF 2026 with CCMAR. We invite outstanding postdoctoral researchers to co-develop competitive fellowship proposals in marine science, climate change, biotechnology and blue innovation. Explore supervisors, eligibility and apply by 15 May: ccmar.ualg.pt/msca-PF2026",1,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjyu5nxf4k2j",2026-04-21 11:15:10.653,"Hegseth says climate change is ‘crap.’ The military is still bracing for it | National News

https://www.europesays.com/2934996/

When Hurricane Michael, a Category 5 storm, tore through Florida’s Tyndall Air Force Base in 2018, it battered…",0,0,0
"at://did:plc:nqfdup3gbvo4be4mm325sf4l/app.bsky.feed.post/3mjyu3yv4t22y",2026-04-21 11:14:14.747,"No surprise here at all - completely standard far right tactics, imposing their ideology on our culture.

Of course at the same time they'll throw wild accusations at anyone who says racism is bad, climate change is real, or vaccines work.",23,3,10
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjyufhkiab2r",2026-04-21 11:19:31.65,"Climate change is real and happening fast. It's crucial to address this issue because it can disrupt entire ecosystems, lead to extreme weather events, and have devastating consequences for communities and economies alike 🌎.

♻️ Eco Tips",1,0,0
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjytysltgm2p",2026-04-21 11:12:28.055,"In absence of Carlos Alcaraz, meet the Spanish star ready to ‘explode’ in Madrid

https://www.newsbeep.com/uk/542679/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:w534tfzyazi7bthyum5yyvj4/app.bsky.feed.post/3mjyty6rxsp2e",2026-04-21 11:12:07.044,"Unesco-protected areas support stable wildlife populations despite global declines, but face severe threats from climate change and human activities.
",0,0,0
"at://did:plc:5p65sjlvmuhhul5qhub5a3n4/app.bsky.feed.post/3mjytxz6iec2e",2026-04-21 11:12:00.946,"if you cannot convince people that climate change is not a problem, you attack the technologies and policies meant to address it. One way is to claim that renewables are too expensive, too unreliable or unwanted.",16,2,5
"at://did:plc:656fojsbxuan42tjngc2pihq/app.bsky.feed.post/3mjytxdcqr22q",2026-04-21 11:11:38.051,"I'm not exactly out here to make the guy look good, and I'd personally rather someone who was vehemently anticapitalist for any office, but the guy was the single largest donor to political races in 2014, entirely on the Democratic side, and focused on climate change primarily. The man has not been",4,1,0
"at://did:plc:h3y5dqrdd2lzzt62kwithop4/app.bsky.feed.post/3mjytwgxrd22k",2026-04-21 11:11:09.648,"LMFAO re: the large number of fellow NY State natives - right wing / MAGA shitheels - who would miss *no* opportunity to spew with much bluster to anyone who'd listen that they were LEAVING - heading to FL from NY... my response to the collective lot of them: ""yup - enjoy that climate change...""",5,0,0
"at://did:plc:2z6tmrip2pw6ld2rnwjgjjx3/app.bsky.feed.post/3mjytvywlcc2v",2026-04-21 11:10:53.551,"I love the “framing” that use of wood products in building is a form of carbon sequestration.

“We can build our way out of climate change by slashing forests to harvesting sequestered carbon!”

🌲🌎🌡️⌛️",4,0,0
